tweet_id,text
1926837240744845564,"David Faitelson
@DavidFaitelson_
·
May 25
El Toluca de Mohamed trabaja los juegos: corre, mete, se defiende bien, no pierde el orden y te gana con jugadas a balón parado…
#laseñaldelcampeon
64
16
514
81K"
1926835263994544542,"David Faitelson
@DavidFaitelson_
·
May 25
El Toluca está cerca de la gloria…
#LaSenalDelCampeon
59
16
372
102K"
1926834444482044131,"David Faitelson
@DavidFaitelson_
·
May 25
No era penalti…
Cáceres le pega primero al balón…
El VAR no ayuda…
2.6K
698
10K
1.1M"
1930002956528824556,"David Faitelson
@DavidFaitelson_
·
Jun 3
Roma entera saludó al pelotón del Giro, con algunos de los mejores ciclistas del mundo, entre ellos, un mexicano. Y es Del Toro, ""El Torito"", que quiere volver más fuerte…  

Lee mi columna completa de Cancha Reforma en el link https://reforma.com/oUYbTr
14
16
229
25K"
1929950734826553528,"David Faitelson
@DavidFaitelson_
·
Jun 3
Replying to 
@adrianm10
Puede que tengas razón. Mis comentarios polarizan porque tomo riesgos y me hago responsable de las consecuencias. La única diferencia, Marcelo, es que yo no atacó a nadie ni por su aspecto, condición social, religión ni utilizo palabras soeces en mis juicios. Y, sí, al ser
Show more
164
13
650
91K"
1929943378021462158,"David Faitelson
@DavidFaitelson_
·
Jun 3
Los manejos de siempre en el deporte mexicano: con la complacencia de Mari José Alcalá, y en lo “oscurito”, el ex presidente de Conade, Bernardo de la Garza,  intenta ahora “apoderarse” de la Federación Mexicana de Ciclismo. 
Esperemos que no sea para incrementar el negocio que
Show more
44
36
207
43K"
1929886284887073213,"David Faitelson
@DavidFaitelson_
·
Jun 3
Cada día que pasa, percibo a “la selva del X” más agresiva, majadera, violenta y corriente. Es una pena, porqué podríamos convivir o intercambiar puntos de vista sobre el deporte sin ese nivel de belicosidad…
Yo no tengo problema.
Aguanto y seguiré aguantando. 
Siempre he dicho
Show more
2K
220
3.8K
697K"
1929884579881464012,"David Faitelson
@DavidFaitelson_
·
Jun 3
Alexis Vega está verdaderamente comprometido en su sueño de ser un baluarte de la selección mexicana en el 2026. Dice no al Mundial de Clubes por ganarse el lugar con Javier Aguirre…
61
27
1.4K
85K"
1929884447387599008,"David Faitelson
@DavidFaitelson_
·
Jun 3
Nicolás Larcamón es un buen entrenador, pero no es lo mismo, con todo respeto, dirigir al Puebla, al León o al Necaxa que hacerlo en Cruz Azul…
¿Estará listo para un “grande” que Vicente Sánchez deja como campeón del área?
281
81
2.1K
155K"
1929883466054672597,"David Faitelson
@DavidFaitelson_
·
Jun 3
¿En serio Cruz Azul va a desperdiciar a Vicente Sánchez?
Espero que no terminen arrepintiéndose de eso…
98
11
719
77K"
